teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursAverageByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
5,0.6,1,0,15,31.714286,1.057143,0.657436,33.428572,1.114286,0.715697,23.671429,0.789048,0.851463,35.842857,1.194762,1.513866,20.385714,0.679524,0.768866,6,1.549193,6.342857,4.523724,0.987937,0.510117,6.685714,5.064804,1.029841,0.555726,4.734286,3.029913,0.746984,0.354726,7.168571,3.831187,1.204698,0.609057,4.077143,3.471394,0.624571,0.382248,6,0.632456,6.342857,1.640309,1.041224,0.163977,6.685714,1.944957,1.094558,0.237963,4.734286,1.401445,0.817755,0.301536,7.168571,4.718288,1.179524,0.704697,4.077143,2.310607,0.682925,0.384416,48,36,0.75,1158,24.125,13.794058,9.6,16.218508,7.4,11.825396,0.94762,0.10476,231.6,393.589939,12,8.689074,9.5,1,1,0,A
7,0.1429,0,0,15,53.214286,1.438224,1.053707,39.142857,1.057915,0.555535,58.357143,1.57722,4.767494,30.285714,0.818533,1.304597,28.714286,0.776062,1.064055,7.4,1.356466,10.642857,3.772619,1.444444,0.510978,7.828571,2.835129,1.069841,0.399275,11.671429,6.570745,1.477778,0.636455,6.057143,4.310973,0.912698,0.688933,5.742857,1.986485,0.788889,0.321388,5.2857,1.160577,7.602041,3.381017,1.44983,0.576401,5.591837,1.952316,1.033163,0.213951,8.336735,5.141257,1.511905,0.764001,4.326531,3.785591,0.835034,0.695339,4.102041,2.422819,0.85034,0.540806,46,12,0.2609,345,7.5,9.025929,23,5,6.5,3.5,0.2619,0.0952,172.5,105.5,15.3333,4.714045,4.6667,0,0,0,A
6,0.1667,0,0,31,52.928572,1.707373,0.74648,51.928572,1.675115,0.731697,41.5,1.33871,1.091305,10,0.322581,0.722393,11.071429,0.357143,0.634181,6.2,1.720465,10.585714,4.940751,1.729535,0.746624,10.385714,4.669615,1.707313,0.741533,8.3,3.76135,1.353197,0.559157,2,1.180626,0.340431,0.203735,2.214286,1.228904,0.3539,0.184574,5.1667,0.687184,8.821429,1.400771,1.717063,0.230631,8.654762,1.631126,1.675397,0.23696,6.916667,1.553149,1.338889,0.255246,1.666667,1.683588,0.35,0.414028,1.845238,1.536637,0.370238,0.311252,32,11,0.3438,570,17.8125,16.610308,6.4,7.337575,2.6,2.727636,0.44286,0.071589,114,92.785775,6.4,2.416609,2.6,0,0,0,A
7,0.1429,0,0,15,90.857143,2.52381,1.394987,85.285714,2.369048,1.479542,92.214286,2.561508,6.439219,102.928572,2.859127,8.443748,28.428571,0.789683,1.201529,7.2,2.56125,18.171429,13.257697,2.35013,1.185993,17.057143,13.301404,2.184416,1.170861,18.442857,17.720817,2.450433,2.394869,20.585714,15.777044,2.449307,1.356651,5.685714,4.304388,0.718182,0.431876,5.1429,0.832993,12.979592,3.576265,2.548639,0.685927,12.183673,3.089259,2.40068,0.615034,13.173469,16.675511,2.598639,3.360502,14.704082,20.937239,2.977381,4.206209,4.061224,4.293094,0.77619,0.862703,163,79,0.4847,5219,32.0184,39.090813,40.75,59.671497,20.5,26.358111,0.7743,0.202805,1304.75,2068.64755,23.2857,12.417894,11.7143,0,0,0,A
6,0.1667,0,0,15,52.285714,1.633929,1.100426,42.785714,1.337054,0.92055,37.714286,1.178571,0.901388,29.285714,0.915179,1.588226,25.214286,0.787946,0.667134,6.4,1.854724,10.457143,6.345431,1.585476,0.717233,8.557143,5.638497,1.298492,0.689092,7.542857,4.392387,1.146349,0.539042,5.857143,4.429954,0.865317,0.52188,5.042857,3.209552,0.759365,0.3811,5.3333,0.745356,8.714286,4.328114,1.557639,0.69915,7.130952,2.975071,1.2875,0.436746,6.285714,2.554175,1.154365,0.427159,4.880952,4.258179,0.874603,0.804356,4.202381,2.840552,0.74127,0.501145,6,2,0.3333,148,24.6667,17.913372,2,0.816497,1.3333,0.471405,0.72223333,0.207867,49.3333,44.582009,6,0,2,0,0,0,A
5,0.1429,0,0,15,46.000001,1.314286,1.115384,49.428572,1.412245,1.097678,62.071429,1.773469,2.251802,14.428572,0.412245,1.064645,26.714286,0.763265,0.755389,7,2.097618,9.2,4.641077,1.391515,0.759456,9.885714,4.989295,1.504935,0.798157,12.414286,8.122581,1.874762,1.301933,2.885714,0.672492,0.44987,0.164959,5.342857,2.245358,0.831775,0.415175,5.8333,0.372678,7.666667,1.854699,1.325397,0.348213,8.238095,0.456746,1.420635,0.149746,10.345238,6.308726,1.755952,1.030335,2.404762,1.877936,0.423016,0.335034,4.452381,1.98149,0.757143,0.318535,29,16,0.5517,525,18.1034,15.54159,9.6667,8.178563,5.3333,5.436502,0.59523333,0.340608,175,180.238731,9.6667,2.867442,5.3333,0,0,0,A
5,0.2,0,0,15,40,1.73913,1.093027,26.571429,1.15528,0.758069,32.428572,1.409938,0.908373,15.571429,0.677019,0.750551,9.857143,0.428571,0.662954,4.6,0.8,8,5.427819,1.67381,0.974726,5.314286,3.40156,1.110952,0.600728,6.485714,4.398144,1.358095,0.7694,3.114286,1.798866,0.67,0.325902,1.971429,0.936341,0.431429,0.207836,4.6,1.854724,8,4.505779,1.578095,0.530089,5.314286,2.647139,1.095238,0.211592,6.485714,3.483606,1.258095,0.413188,3.114286,1.908948,0.568571,0.344093,1.971429,2.057143,0.361905,0.368905,12,8,0.6667,1446,120.5,145.04913,6,4,4,3,0.6,0.1,723,551,4,2.44949,2.6667,0,0,0,A
5,0.6,1,0,29,59.857143,2.064039,1.839583,49.071429,1.692118,1.574167,61.285715,2.113301,2.018346,20.857143,0.719212,1.245205,23.357143,0.805419,1.336402,5.8,1.720465,11.971429,8.447871,1.893333,0.942605,9.814286,7.032229,1.548571,0.75801,12.257143,9.155081,1.923492,0.980194,4.171429,2.935219,0.679048,0.368432,4.671429,3.895471,0.702857,0.391944,5.8,0.4,11.971429,3.869715,2.072381,0.655349,9.814286,3.346518,1.682857,0.52619,12.257143,7.112163,2.128571,1.204828,4.171429,3.757333,0.701905,0.620713,4.671429,3.926779,0.797143,0.646551,45,36,0.8,1212,26.9333,26.440205,11.25,14.35923,9,10.488088,0.9375,0.108253,303,424.150327,9,7.42967,7.2,0,0,0,A
6,0.5,1,0,24,53.628572,2.234524,1.252823,46.985715,1.957738,0.69036,43.642858,1.818452,2.477678,54.571429,2.27381,4.699245,13.078572,0.54494,1.419946,6,0,13.407143,6.189635,2.234524,1.031606,11.746429,5.89708,1.957738,0.982847,10.910714,5.813727,1.818452,0.968955,13.642857,7.972849,2.27381,1.328808,3.269643,2.028498,0.54494,0.338083,4,0,8.938095,2.439564,2.234524,0.609891,7.830952,0.692055,1.957738,0.173014,7.27381,5.414521,1.818452,1.35363,9.095238,9.841142,2.27381,2.460285,2.179762,3.78113,0.54494,0.945283,11,6,0.5455,910,82.7273,59.057893,5.5,0.5,3,1,0.53335,0.13335,455,8,5.5,4.5,3,0,0,0,A
5,0,0,0,18,53.928572,2.996032,2.07647,42.5,2.361111,1.172275,39.285715,2.18254,2.465346,38.214286,2.123016,2.991887,22.785714,1.265873,1.274452,4.5,0.5,13.482143,8.687807,2.851786,1.652096,10.625,6.092689,2.25,1.133826,9.821429,4.559835,2.105357,0.787682,9.553571,8.267896,1.957143,1.61109,5.696429,4.151584,1.192857,0.796709,3.6,0.489898,10.785714,2.715038,3.111905,1.033717,8.5,1.965,2.392857,0.547619,7.857143,5.318432,2.2,1.406323,7.642857,5.07937,2.225,1.581141,4.557143,2.648219,1.295238,0.696053,111,85,0.7658,3709,33.4144,19.985341,27.75,22.686725,21.5,14.534442,0.876775,0.130615,927.25,747.181161,27.75,12.754901,21.25,0,0,0,A
5,0.2,0,0,15,40.285715,2.014286,1.116915,39.857143,1.992857,1.061838,42.000001,2.1,0.792149,17,0.85,2.044963,20.142857,1.007143,0.852936,5,0.707107,10.071429,4.047549,2.005952,0.684898,9.964286,4.992213,1.955357,0.78139,10.5,5.296803,2.1,0.970693,4.25,4.308422,0.76875,0.733863,5.035714,3.092742,0.98631,0.509119,4,0,8.057143,2.388066,2.014286,0.597016,7.971429,2.606742,1.992857,0.651685,8.4,1.179415,2.1,0.294854,3.4,3.826225,0.85,0.956556,4.028571,2.154066,1.007143,0.538516,65,39,0.6,2966,45.6308,44.211578,21.6667,13.474255,13.3333,10.498677,0.63346667,0.192561,988.6667,533.135588,13,15.912259,7.8,0,0,0,F
5,0.4,0,0,15,11.071429,0.738095,0.560258,8.821429,0.588095,0.334996,13.178572,0.878571,1.513458,36.142857,2.409524,6.89412,4,0.266667,0.553775,7.5,3.5,5.535714,1.964286,1.099838,0.775162,4.410714,0.839286,0.818588,0.493912,6.589286,0.839286,1.056412,0.381088,18.071429,12.928571,4.108766,3.641234,2,0,0.340909,0.159091,3,0.632456,2.214286,0.840311,0.816667,0.471861,1.764286,0.67748,0.6,0.221902,2.635714,1.419327,0.880952,0.390723,7.228571,10.544986,3.342857,5.363216,0.8,0.63471,0.25119,0.182123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,F
5,0.2,0,0,13,24,1.846154,1.211386,12.142857,0.934066,0.474186,26.142857,2.010989,2.020604,17.642858,1.357143,4.314555,10.857143,0.835165,1.273303,6.5,2.5,12,4,2.444444,1.555556,6.071429,0.928571,1.160714,0.589286,13.071429,5.928571,2.771825,1.978175,8.821429,2.321429,1.431548,0.193452,5.428571,2.571429,1.15873,0.84127,2.6,0.8,4.8,2.478644,1.77381,0.666412,2.428571,0.847566,0.933333,0.197145,5.228571,2.85085,1.992857,1.005191,3.528572,4.012125,1.309524,1.627847,2.171429,1.607127,0.75,0.294508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A
6,0.1667,0,0,18,13.571429,0.753968,0.772302,11,0.611111,0.333333,10.428572,0.579365,1.653886,19.285714,1.071429,1.814082,8.035714,0.446429,0.640095,9,3,6.785714,1.214286,0.89881,0.434524,5.5,1.5,0.75,0.416667,5.214286,1.214286,0.60119,0.065476,9.642857,6.357143,1.470238,1.196429,4.017857,1.232143,0.553571,0.321429,3,0.816497,2.261905,0.620876,0.81746,0.345694,1.833333,0.302109,0.65873,0.230193,1.738095,1.631778,0.553571,0.538035,3.214286,2.440796,1.234127,1.097687,1.339286,0.599656,0.451389,0.200045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A
6,0.1667,1,0,16,18.285715,1.142857,1.618979,13.142857,0.821429,1.087931,18,1.125,0.780625,9.571429,0.598214,2.228193,8,0.5,0.779999,8,4,9.142857,0.857143,1.595238,0.904762,6.571429,0.571429,1.047619,0.452381,9,1,1.583333,0.916667,4.785714,0.214286,0.815476,0.434524,4,1,0.75,0.5,2.6667,1.105542,3.047619,3.239496,0.972222,0.729036,2.190476,1.766404,0.730159,0.378318,3,1.475422,1.125,0.39218,1.595238,2.274402,0.619048,0.986013,1.333333,1.381773,0.456349,0.450218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A
6,0.1667,0,0,15,21.714286,1.085714,0.990896,18,0.9,1.013657,19.821429,0.991071,1.689813,37.571429,1.878571,2.312466,14,0.7,0.869986,10,5,10.857143,0.142857,1.457143,0.742857,9,1,1.133333,0.466667,9.910715,0.660715,1.277381,0.572619,18.785715,2.214285,2.652381,1.547619,7,2,1.066667,0.733333,3.3333,0.942809,3.619048,1.619748,1.047619,0.271731,3,1.63923,0.863095,0.317714,3.303572,2.722712,0.895833,0.639244,6.261905,3.839835,1.797619,0.860773,2.333333,1.208436,0.678571,0.229611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,A
6,0.1667,0,0,17,21.357143,1.256303,0.780936,20.785715,1.222689,0.675831,16.857143,0.991597,1.221916,6.214286,0.365546,1.15195,5.392857,0.317227,1.030671,8.5,2.5,10.678572,3.321428,1.501082,0.832251,10.392857,2.607143,1.437229,0.729437,8.428572,2.571428,1.1829,0.650433,3.107143,0.392857,0.415043,0.16829,2.696429,1.553571,0.406115,0.302219,2.8333,0.372678,3.559524,1.053353,1.321429,0.575342,3.464286,0.801519,1.261905,0.396031,2.809524,1.828844,0.972222,0.584574,1.035714,1.192201,0.43254,0.564511,0.89881,1.669608,0.299603,0.556536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,F
5,0.4,0,0,13,25.571429,1.967033,0.885451,18.428572,1.417582,1.186711,17.571429,1.351648,1.947537,9.5,0.730769,1.648022,9.642857,0.741758,1.134452,3.25,0.829156,6.392857,3.297146,1.943452,0.785596,4.607143,2.282084,1.425595,0.731653,4.392857,2.146128,1.321429,0.408769,2.375,3.069507,0.635417,0.765678,2.410714,1.448411,0.71875,0.348643,3.25,0.829156,6.392857,0.715178,2.096726,0.5378,4.607143,1.874575,1.431548,0.40776,4.392857,2.452352,1.351191,0.570777,2.375,2.534142,1.041667,1.226869,2.410714,1.370587,0.916667,0.697572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,F
3,0,0,1,15,11.714286,1.464286,0.927025,8.142857,1.017857,1.198958,13.642857,1.705357,1.210307,9.285714,1.160714,2,1.142857,0.142857,0.242061,2,0.707107,2.928571,2.516274,1.244048,0.734317,2.035714,2.87561,0.797619,0.909371,3.410714,1.938055,1.598214,0.536532,2.321429,2.770793,1.083333,0.970877,0.285714,0.416497,0.10119,0.137163,2.6667,0.942809,3.904762,0.587087,1.690476,0.65031,2.714286,0.84112,1.22619,0.600689,4.547619,0.496016,1.875,0.533527,3.095238,2.475275,1.404762,1.330354,0.380952,0.275615,0.136905,0.103441,9,9,1,318,35.3333,31.155524,3,0.816497,3,0.816497,1,0,106,79.799749,4.5,2.5,4.5,1,0,1,A
3,0,0,1,10,37.714286,3.771429,1.220656,26.571429,2.657143,1.854724,23.142857,2.314286,1.854724,9.571429,0.957143,1.345362,15.357143,1.535714,1.752855,2.5,0.5,9.428572,4.489216,3.708333,1.672132,6.642857,3.604844,2.690476,1.6283,5.785714,2.34412,2.434524,1.248397,2.392857,2.39765,0.797619,0.799217,3.839286,2.160862,1.580357,1.069488,3.3333,0.942809,12.571429,1.694328,4.02381,0.922293,8.857143,5.152108,2.654762,1.122714,7.714286,0.466569,2.619048,1.079073,3.190476,0.758923,0.988095,0.149641,5.119048,2.595347,1.970238,1.57091,72,49,0.6806,3781,52.5139,83.630967,18,9.874209,13.25,8.437269,0.70935,0.207495,945.25,651.804179,12,12.274635,8.6667,1,0,1,A
3,0.3333,0,1,11,31.142858,2.831169,2.60324,17,1.545455,1.206045,33.142858,3.012987,4.914139,4.285714,0.38961,0.890724,17.857143,1.623377,3.185712,2.75,0.433013,7.785714,4.087687,2.642857,1.285494,4.25,2.560243,1.464286,0.797797,8.285714,3.975691,3,1.232128,1.071429,1.07618,0.357143,0.358727,4.464286,1.17532,1.642857,0.384655,3.6667,0.471405,10.380953,5.250634,3.059524,1.903794,5.666667,1.80827,1.619048,0.670905,11.047619,5.648832,3.150794,1.694365,1.428571,1.112697,0.43254,0.370432,5.952381,3.383299,1.650794,0.872132,15,7,0.4667,143,9.5333,17.869403,5,3.559026,2.6667,1.699673,0.6111,0.28329,47.6667,63.90792,3,1.67332,1.6,4,2,2,F
5,0.2,0,0,20,45.714286,2.285714,1.140175,29.785715,1.489286,1.00592,71.285715,3.564286,2.475379,33,1.65,5.411793,21.142857,1.057143,0.916515,5,0.707107,11.428572,5.636072,2.198214,0.768818,7.446429,3.671587,1.426786,0.50458,17.821429,6.793886,3.497619,0.921871,8.25,10.852149,1.4625,1.76564,5.285714,2.760878,1.01131,0.380488,4,0,9.142857,1.931479,2.285714,0.48287,5.957143,1.569869,1.489286,0.392467,14.257143,6.295706,3.564286,1.573927,6.6,10.813597,1.65,2.703399,4.228571,1.521546,1.057143,0.380386,103,29,0.2816,3655,35.4854,67.084625,25.75,29.046299,7.5,6.726812,0.49095,0.313984,913.75,1362.323819,20.6,12.51559,6.2,1,1,0,A
5,0,0,0,20,53.285714,2.664286,2.790609,19.142857,0.957143,0.953939,55.5,2.775,3.307095,68.142857,3.407143,4.288065,14.071429,0.703571,0.637868,5,0,13.321429,7.636095,2.664286,1.527219,4.785714,0.811273,0.957143,0.162255,13.875,6.859072,2.775,1.371814,17.035714,11.398789,3.407143,2.279758,3.517857,1.812918,0.703571,0.362584,4,0,10.657143,6.072084,2.664286,1.518021,3.828571,0.537568,0.957143,0.134392,11.1,7.700994,2.775,1.925248,13.628571,11.347067,3.407143,2.836767,2.814286,1.109881,0.703571,0.27747,57,57,1,2039,35.7719,13.813314,19,16.309506,19,16.309506,1,0,679.6667,619.185666,14.25,20.70477,14.25,1,1,0,A
5,0,0,0,20,31.464286,1.573214,1.018194,18.678572,0.933929,0.818822,53.25,2.6625,3.222455,18.928571,0.946429,2.694787,12.214286,0.610714,1.077903,5,0,7.866071,2.03546,1.573214,0.407092,4.669643,2.113093,0.933929,0.422619,13.3125,8.985581,2.6625,1.797116,4.732143,4.827476,0.946429,0.965495,3.053571,1.213629,0.610714,0.242726,4,0,6.292857,2.021618,1.573214,0.505404,3.735714,1.057432,0.933929,0.264358,10.65,5.357448,2.6625,1.339362,3.785714,5.25823,0.946429,1.314557,2.442857,2.823516,0.610714,0.705879,38,35,0.9211,1192,31.3684,18.557763,9.5,10.234745,8.75,8.954747,0.972225,0.048108,298,332.384566,9.5,3.905125,8.75,1,1,0,A
5,0.2,0,0,16,29.285714,1.830357,1.766662,22,1.375,1.452369,34.357143,2.147321,3.084582,14.728571,0.920536,1.747934,6.571429,0.410714,0.770552,4,1.581139,7.321429,2.195485,2.088095,0.871822,5.5,0.710705,1.690476,0.85615,8.589286,5.216334,2.070238,0.640121,3.682143,5.39208,0.703095,0.864336,1.642857,1.07973,0.477976,0.323509,3.2,0.979796,5.857143,4.844521,1.678571,1.165403,4.4,3.473985,1.264286,0.82394,6.871429,7.312053,2.067857,1.817447,2.945714,3.257699,0.736429,0.814425,1.314286,1.168114,0.353571,0.278571,7,7,1,144,20.5714,8.566665,3.5,0.5,3.5,0.5,1,0,72,15,7,0,7,2,1,1,A
5,0.2,0,0,20,34.285715,1.714286,0.979796,34.285715,1.714286,0.979796,29.5,1.475,1.364505,34.5,1.725,2.776126,21.642857,1.082143,1.116636,5,0,8.571429,2.529419,1.714286,0.505884,8.571429,2.626397,1.714286,0.525279,7.375,1.419053,1.475,0.283811,8.625,3.023452,1.725,0.60469,5.410714,1.930802,1.082143,0.38616,4,0,6.857143,2.424366,1.714286,0.606092,6.857143,2.424366,1.714286,0.606092,5.9,2.715639,1.475,0.67891,6.9,8.050808,1.725,2.012702,4.328571,3.309726,1.082143,0.827431,18,13,0.7222,535,29.7222,19.809665,4.5,3.905125,3.5,2.692582,0.869325,0.130921,133.75,90.051027,6,2.160247,4.3333,2,2,0,A
5,0.2,1,0,19,66.285715,3.488722,3.155262,56.285715,2.962406,3.014278,48.428572,2.548872,2.50429,51.571429,2.714286,3.118171,18.714286,0.984962,1.2388,4.75,0.433013,16.571429,7.368576,3.475,1.417938,14.071429,6.059652,2.966071,1.191973,12.107143,4.609634,2.546429,0.889644,12.892857,9.24738,2.614286,1.811359,4.678571,1.922941,0.980357,0.366219,3.8,0.4,13.257143,9.034808,3.485714,2.228136,11.257143,8.493167,3.011905,2.173446,9.685714,7.300769,2.454762,1.790999,10.314286,5.329471,2.685714,1.270023,3.742857,3.489225,0.935714,0.872306,29,1,0.0345,0,0,0,9.6667,2.357023,1,0,0.10896667,0.022675,0,0,14.5,10.5,1,1,1,0,A
6,0.1667,0,0,30,81.214286,2.707143,1.502683,61.5,2.05,1.464487,67.285715,2.242857,1.763519,28.142857,0.938095,1.796679,15.714286,0.52381,0.715697,6,0,16.242857,9.071327,2.707143,1.511888,12.3,8.590503,2.05,1.43175,13.457143,8.176821,2.242857,1.362804,5.628571,4.379544,0.938095,0.729924,3.142857,1.417817,0.52381,0.236303,5,0,13.535714,2.029439,2.707143,0.405888,10.25,1.176405,2.05,0.235281,11.214286,3.674697,2.242857,0.734939,4.690476,3.483114,0.938095,0.696623,2.619048,1.819521,0.52381,0.363904,115,86,0.7478,3708,32.2435,32.210339,28.75,13.083864,21.75,8.954747,0.785725,0.071782,927,516.834596,23,35.860842,17.2,1,0,1,F
6,0.1667,0,0,31,61.928572,1.997696,0.921757,56.214286,1.813364,1.080284,42.142858,1.359447,1.405171,28.428572,0.917051,1.329251,19.5,0.629032,0.951203,6.2,1.32665,12.385714,5.084109,2.122789,0.943397,11.242857,4.107633,1.962245,0.871446,8.428572,2.485468,1.442857,0.52991,5.685714,2.724642,0.983333,0.508633,3.9,1.146067,0.67585,0.273871,5.1667,0.687184,10.321429,1.74172,2.000794,0.245556,9.369048,2.289586,1.802381,0.384023,7.02381,1.612381,1.396825,0.414565,4.738095,2.901345,0.909524,0.537301,3.25,2.589142,0.631746,0.501725,119,57,0.479,2257,18.9664,21.656964,29.75,24.324627,15,8.154753,0.625175,0.174169,564.25,468.698931,23.8,26.588719,12,2,2,0,A
6,0.1667,0,0,29,56.642858,1.953202,1.048185,52,1.793103,1.026405,49.428572,1.704434,1.533611,47.142857,1.625616,3.232563,17.714286,0.610837,0.863791,5.8,0.4,11.328572,4.462908,1.974762,0.79473,10.4,4.110862,1.826667,0.785026,9.885714,4.384946,1.714286,0.744595,9.428571,7.138856,1.624762,1.183903,3.542857,1.654061,0.610476,0.27199,4.8333,0.372678,9.440476,3.688652,1.935714,0.696139,8.666667,3.484335,1.780952,0.663872,8.238095,4.368772,1.690476,0.848274,7.857143,10.510442,1.57619,2.098812,2.952381,1.660704,0.592857,0.328338,126,99,0.7857,5081,40.3254,36.280396,25.2,15.315352,20.4,14.430523,0.81476,0.145584,1016.2,837.877652,25.2,23.616943,20,1,1,0,A
6,0,0,0,29,90.142858,3.108374,0.897546,57.928572,1.997537,0.849914,68.000001,2.344828,1.499108,50.214286,1.731527,1.996132,35.357143,1.219212,1.159154,5.8,0.4,18.028572,6.818432,3.151429,1.253643,11.585714,4.352433,2.010952,0.75024,13.6,6.237084,2.42,1.286499,10.042857,4.563743,1.760476,0.83308,7.071429,3.697213,1.245238,0.680119,4.8333,0.372678,15.02381,3.245265,3.089286,0.540341,9.654762,2.488209,1.983333,0.43678,11.333333,4.24077,2.319048,0.792038,8.369048,5.753795,1.705952,1.127564,5.892857,3.939973,1.202381,0.771271,65,43,0.6615,1447,22.2615,25.84348,13,10.844353,9,4.690416,0.81666,0.185592,289.4,213.277847,10.8333,7.581044,7.1667,2,2,0,A
6,0.3333,0,0,30,58.714286,1.957143,0.863456,42.785715,1.42619,0.414997,37.642858,1.254762,1.056199,20.785714,0.692857,0.813258,13.285714,0.442857,0.515321,6,0.632456,11.742857,4.40051,2.016122,0.778784,8.557143,3.595462,1.471905,0.641361,7.528572,2.954623,1.29585,0.533284,4.157143,1.81906,0.722721,0.347243,2.657143,1.375737,0.463469,0.251705,5,0,9.785714,1.441607,1.957143,0.288321,7.130952,0.690579,1.42619,0.138116,6.27381,3.278049,1.254762,0.65561,3.464286,2.609425,0.692857,0.521885,2.214286,1.679711,0.442857,0.335942,42,39,0.9286,1360,32.381,17.539007,8.4,7.964923,7.8,6.88186,0.97392,0.05216,272,259.011197,14,8.640988,13,1,1,0,F
3,0,0,1,15,54.857143,3.657143,1.306395,47.285715,3.152381,1.322456,36.285715,2.419048,1.842703,47.571429,3.171429,2.985893,41,2.733333,3.947432,3,0,10.971429,5.429624,3.657143,1.809875,9.457143,4.47615,3.152381,1.49205,7.257143,3.862325,2.419048,1.287442,9.514286,3.432854,3.171429,1.144285,8.2,3.815757,2.733333,1.271919,5,0,18.285714,1.228904,3.657143,0.245781,15.761905,0.935566,3.152381,0.187113,12.095238,4.44212,2.419048,0.888424,15.857143,6.824326,3.171429,1.364865,13.666667,13.489393,2.733333,2.697879,92,82,0.8913,4363,47.4239,38.092631,18.4,18.13946,16.6,15.435025,0.95358,0.057752,872.6,1213.142959,18.4,10.892199,16.8,2,2,0,A
3,0.3333,0,1,15,26.857143,1.790476,1.040299,21,1.4,0.771722,30.142857,2.009524,1.931033,14.928572,0.995238,1.671327,5.214286,0.347619,0.795822,3,0.632456,5.371429,2.771355,1.732143,0.572073,4.2,1.805547,1.391667,0.422953,6.028571,5.047246,1.892857,1.165938,2.985714,2.653607,0.961905,0.875835,1.042857,1.299607,0.289286,0.325146,5,0,8.952381,3.069675,1.790476,0.613935,7,1.512982,1.4,0.302596,10.047619,3.175873,2.009524,0.635175,4.976191,3.647911,0.995238,0.729582,1.738095,1.755781,0.347619,0.351156,93,43,0.4624,2511,27,27.988477,23.25,23.413404,11.5,12.599603,0.702325,0.314919,627.75,912.981756,18.6,17.624982,9.2,3,3,0,A
